,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
4105,Bad,1.0,5.0,2.0,3.0,4.0,1.0,1.0,0.0,3.0,4,2,5.0,1.0,5.0,-7.0,3.0,3.0,7.0,4.0,4.0,2.0,1.0,6.0
4106,Bad,3.0,2.0,2.0,2.0,6.0,0.0,0.0,5.0,-7.0,7,8,6.0,4.0,8.0,-7.0,2.0,2.0,7.0,8.0,3.0,3.0,1.0,7.0
4107,Bad,1.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,-7.0,7,8,2.0,3.0,2.0,-7.0,3.0,3.0,9.0,-8.0,5.0,1.0,2.0,8.0
4108,Bad,6.0,1.0,3.0,1.0,2.0,0.0,0.0,3.0,5.0,6,6,2.0,4.0,6.0,-7.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,3.0
4109,Good,3.0,6.0,1.0,5.0,8.0,1.0,1.0,5.0,-7.0,7,8,8.0,2.0,0.0,-7.0,0.0,0.0,2.0,-8.0,6.0,0.0,0.0,1.0
4110,Bad,4.0,6.0,3.0,6.0,8.0,0.0,0.0,5.0,-7.0,7,8,9.0,3.0,6.0,-7.0,3.0,3.0,7.0,0.0,4.0,1.0,1.0,2.0
4111,Bad,4.0,2.0,1.0,1.0,5.0,0.0,0.0,5.0,-7.0,7,8,5.0,4.0,5.0,-7.0,3.0,3.0,8.0,3.0,2.0,1.0,1.0,5.0
4112,Good,6.0,6.0,1.0,7.0,9.0,0.0,0.0,5.0,-8.0,6,6,9.0,4.0,2.0,-7.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,1.0
4113,Bad,6.0,2.0,2.0,3.0,6.0,0.0,0.0,5.0,-7.0,7,8,6.0,2.0,2.0,-7.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,1.0
4114,Bad,4.0,5.0,2.0,6.0,5.0,0.0,0.0,4.0,5.0,6,6,4.0,1.0,3.0,-7.0,0.0,0.0,7.0,3.0,6.0,2.0,1.0,5.0
4115,Good,8.0,6.0,3.0,4.0,7.0,0.0,0.0,5.0,8.0,6,6,7.0,1.0,1.0,-7.0,1.0,1.0,1.0,7.0,3.0,0.0,0.0,0.0
4116,Bad,2.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,8.0,6,6,4.0,4.0,8.0,-7.0,2.0,2.0,8.0,5.0,5.0,3.0,0.0,8.0
4117,Bad,1.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,7.0,6,6,3.0,3.0,6.0,-7.0,3.0,3.0,9.0,6.0,3.0,3.0,1.0,8.0
4118,Bad,8.0,7.0,8.0,9.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,0.0,2.0,-7.0,2.0,2.0,3.0,-8.0,3.0,-8.0,0.0,6.0
4119,Good,9.0,8.0,8.0,9.0,4.0,0.0,0.0,5.0,-7.0,7,8,3.0,0.0,1.0,-7.0,0.0,0.0,1.0,-8.0,2.0,0.0,0.0,0.0
4120,Good,4.0,7.0,1.0,3.0,5.0,0.0,0.0,2.0,2.0,4,6,5.0,3.0,2.0,-7.0,0.0,0.0,3.0,9.0,2.0,1.0,0.0,0.0
4121,Bad,1.0,7.0,6.0,8.0,9.0,0.0,0.0,2.0,4.0,6,6,8.0,1.0,1.0,-7.0,1.0,1.0,7.0,0.0,7.0,2.0,2.0,7.0
4122,Good,6.0,9.0,8.0,9.0,3.0,1.0,1.0,3.0,8.0,6,6,3.0,0.0,4.0,-7.0,0.0,0.0,2.0,-8.0,3.0,1.0,0.0,5.0
4123,Bad,3.0,6.0,2.0,7.0,6.0,2.0,1.0,1.0,9.0,6,2,7.0,3.0,8.0,-7.0,0.0,0.0,8.0,8.0,2.0,3.0,1.0,8.0
4124,Bad,4.0,7.0,1.0,3.0,4.0,0.0,0.0,5.0,-7.0,7,8,5.0,1.0,3.0,-7.0,1.0,1.0,7.0,3.0,5.0,2.0,3.0,5.0
4125,Bad,4.0,7.0,4.0,8.0,2.0,1.0,1.0,5.0,-7.0,6,8,2.0,1.0,0.0,-7.0,1.0,1.0,0.0,-8.0,4.0,0.0,0.0,1.0
4126,Good,8.0,2.0,1.0,3.0,7.0,0.0,0.0,5.0,-7.0,7,8,7.0,2.0,2.0,-7.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0
4127,Bad,5.0,4.0,2.0,1.0,1.0,0.0,0.0,5.0,-7.0,7,8,1.0,2.0,6.0,-7.0,1.0,1.0,8.0,5.0,3.0,1.0,2.0,8.0
4128,Good,9.0,1.0,8.0,3.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,0.0,4.0,-7.0,1.0,1.0,1.0,-8.0,2.0,0.0,0.0,8.0
4129,Bad,5.0,0.0,4.0,0.0,3.0,0.0,0.0,3.0,7.0,6,6,3.0,3.0,9.0,-7.0,1.0,1.0,2.0,3.0,2.0,3.0,0.0,8.0
4130,Bad,1.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,1.0,9.0,-7.0,0.0,0.0,9.0,-8.0,1.0,0.0,-8.0,8.0
4131,Bad,2.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,4.0,6,6,3.0,1.0,3.0,-7.0,1.0,1.0,8.0,6.0,6.0,1.0,3.0,7.0
4132,Bad,2.0,0.0,5.0,1.0,3.0,0.0,0.0,5.0,-7.0,7,8,3.0,1.0,3.0,-7.0,0.0,0.0,9.0,8.0,6.0,1.0,3.0,6.0
4133,Bad,4.0,3.0,2.0,3.0,7.0,0.0,0.0,2.0,0.0,4,6,7.0,4.0,7.0,-7.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,3.0
4134,Bad,0.0,5.0,4.0,7.0,9.0,2.0,1.0,1.0,2.0,0,5,9.0,1.0,0.0,-7.0,3.0,3.0,5.0,-8.0,6.0,-8.0,0.0,1.0
4135,Bad,8.0,6.0,7.0,5.0,4.0,0.0,0.0,5.0,-7.0,7,8,4.0,0.0,1.0,-7.0,0.0,0.0,5.0,-8.0,4.0,0.0,0.0,3.0
4136,Bad,0.0,3.0,2.0,6.0,3.0,2.0,1.0,0.0,8.0,6,4,4.0,3.0,0.0,-7.0,0.0,0.0,4.0,-8.0,4.0,0.0,1.0,2.0
4137,Bad,3.0,9.0,5.0,9.0,1.0,2.0,1.0,1.0,5.0,6,4,2.0,1.0,8.0,-7.0,0.0,0.0,0.0,4.0,0.0,2.0,-8.0,4.0
4138,Good,9.0,6.0,5.0,8.0,4.0,0.0,0.0,5.0,-7.0,7,8,3.0,1.0,5.0,-7.0,0.0,0.0,4.0,3.0,2.0,2.0,0.0,4.0
4139,Bad,1.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,5.0,6,5,1.0,0.0,8.0,-7.0,1.0,1.0,9.0,-8.0,2.0,0.0,2.0,6.0
4140,Good,8.0,7.0,2.0,8.0,9.0,0.0,0.0,5.0,-7.0,7,8,9.0,3.0,3.0,-7.0,1.0,1.0,1.0,9.0,2.0,2.0,0.0,1.0
4141,Bad,8.0,6.0,7.0,8.0,2.0,0.0,0.0,3.0,8.0,6,6,2.0,0.0,3.0,-7.0,2.0,2.0,3.0,-8.0,1.0,-8.0,0.0,0.0
4142,Good,7.0,1.0,1.0,1.0,4.0,0.0,0.0,5.0,-7.0,7,8,4.0,4.0,6.0,-7.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,6.0
4143,Bad,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,7.0,6,2,3.0,2.0,9.0,-7.0,3.0,3.0,7.0,7.0,1.0,3.0,0.0,8.0
4144,Bad,5.0,1.0,0.0,1.0,5.0,0.0,0.0,4.0,-8.0,6,6,5.0,3.0,3.0,-7.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,4.0
4145,Bad,3.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,-7.0,7,8,4.0,4.0,8.0,-7.0,0.0,0.0,7.0,5.0,5.0,3.0,1.0,8.0
4146,Bad,1.0,5.0,3.0,3.0,1.0,2.0,1.0,1.0,8.0,6,4,2.0,2.0,5.0,-7.0,1.0,1.0,9.0,7.0,3.0,1.0,2.0,5.0
4147,Good,8.0,2.0,1.0,3.0,4.0,0.0,0.0,5.0,-7.0,7,8,4.0,3.0,9.0,-7.0,3.0,3.0,1.0,8.0,1.0,1.0,0.0,6.0
4148,Bad,7.0,0.0,4.0,0.0,2.0,0.0,0.0,5.0,-7.0,7,8,2.0,2.0,4.0,-7.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,4.0
4149,Bad,8.0,1.0,2.0,9.0,3.0,1.0,0.0,3.0,8.0,6,5,3.0,4.0,0.0,-7.0,1.0,1.0,1.0,-8.0,4.0,-8.0,0.0,2.0
4150,Bad,8.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,-7.0,7,8,1.0,1.0,8.0,-7.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,5.0
4151,Good,7.0,5.0,5.0,6.0,8.0,0.0,0.0,3.0,3.0,4,6,8.0,1.0,8.0,-7.0,0.0,0.0,1.0,-8.0,3.0,0.0,0.0,2.0
4152,Bad,5.0,8.0,0.0,6.0,8.0,2.0,1.0,5.0,-7.0,7,8,8.0,3.0,3.0,-7.0,0.0,0.0,5.0,-8.0,6.0,0.0,2.0,3.0
4153,Bad,0.0,9.0,5.0,8.0,9.0,0.0,0.0,2.0,1.0,4,6,9.0,1.0,9.0,-7.0,2.0,2.0,9.0,6.0,6.0,3.0,3.0,8.0
4154,Bad,0.0,8.0,3.0,7.0,2.0,2.0,1.0,0.0,2.0,4,3,3.0,1.0,3.0,-7.0,2.0,2.0,7.0,3.0,2.0,2.0,1.0,4.0
4155,Bad,3.0,3.0,0.0,2.0,8.0,0.0,0.0,2.0,4.0,6,6,8.0,3.0,6.0,-7.0,1.0,0.0,8.0,6.0,5.0,2.0,2.0,8.0
4156,Bad,1.0,3.0,6.0,1.0,2.0,0.0,0.0,3.0,4.0,6,6,2.0,0.0,5.0,-7.0,0.0,0.0,9.0,-8.0,4.0,0.0,3.0,8.0
4157,Good,2.0,6.0,4.0,7.0,7.0,1.0,0.0,2.0,2.0,3,5,7.0,1.0,1.0,-7.0,1.0,1.0,1.0,9.0,2.0,0.0,0.0,0.0
4158,Bad,1.0,2.0,5.0,1.0,7.0,1.0,1.0,5.0,6.0,6,2,7.0,2.0,5.0,-7.0,0.0,0.0,9.0,3.0,5.0,3.0,3.0,4.0
4159,Good,9.0,1.0,8.0,4.0,3.0,0.0,0.0,5.0,-7.0,7,8,3.0,0.0,6.0,-7.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0
4160,Bad,1.0,5.0,4.0,6.0,6.0,0.0,0.0,2.0,1.0,4,6,6.0,2.0,3.0,-7.0,1.0,1.0,9.0,-8.0,6.0,0.0,3.0,7.0
4161,Bad,8.0,4.0,4.0,9.0,6.0,0.0,0.0,5.0,-7.0,7,8,6.0,2.0,0.0,-7.0,1.0,0.0,2.0,-8.0,3.0,-8.0,0.0,1.0
4162,Good,9.0,9.0,5.0,9.0,1.0,0.0,0.0,5.0,-7.0,7,8,1.0,1.0,0.0,-7.0,0.0,0.0,1.0,-8.0,2.0,-8.0,0.0,0.0
4163,Bad,3.0,8.0,0.0,8.0,6.0,1.0,1.0,3.0,2.0,4,4,6.0,2.0,7.0,-7.0,2.0,2.0,3.0,1.0,4.0,3.0,1.0,7.0
4164,Bad,4.0,8.0,6.0,9.0,4.0,1.0,1.0,5.0,-7.0,6,8,4.0,1.0,3.0,-7.0,2.0,2.0,4.0,-8.0,2.0,1.0,1.0,3.0
4165,Good,2.0,1.0,1.0,1.0,9.0,0.0,0.0,5.0,-7.0,5,7,9.0,4.0,7.0,-7.0,2.0,2.0,9.0,8.0,6.0,3.0,3.0,8.0
4166,Bad,6.0,1.0,2.0,1.0,5.0,0.0,0.0,4.0,7.0,6,6,5.0,4.0,9.0,-7.0,2.0,2.0,6.0,4.0,3.0,3.0,0.0,8.0
4167,Bad,1.0,0.0,2.0,0.0,0.0,1.0,1.0,5.0,-7.0,7,8,0.0,2.0,9.0,-7.0,2.0,2.0,-8.0,6.0,-8.0,2.0,-8.0,8.0
4168,Good,9.0,9.0,7.0,9.0,1.0,0.0,0.0,5.0,-7.0,7,8,1.0,0.0,0.0,-7.0,0.0,0.0,2.0,-8.0,1.0,0.0,0.0,2.0
4169,Good,9.0,6.0,6.0,8.0,2.0,0.0,0.0,5.0,-7.0,7,8,1.0,0.0,5.0,-7.0,1.0,1.0,1.0,-8.0,3.0,0.0,0.0,7.0
4170,Bad,4.0,9.0,5.0,7.0,7.0,1.0,0.0,2.0,0.0,4,5,7.0,1.0,4.0,-7.0,0.0,0.0,5.0,2.0,5.0,2.0,0.0,4.0
4171,Bad,5.0,1.0,0.0,1.0,2.0,0.0,0.0,5.0,-7.0,7,8,5.0,4.0,9.0,-7.0,2.0,2.0,0.0,9.0,1.0,2.0,-8.0,5.0
4172,Good,4.0,2.0,3.0,3.0,5.0,2.0,1.0,2.0,3.0,4,5,5.0,3.0,1.0,-7.0,0.0,0.0,3.0,-8.0,2.0,0.0,0.0,0.0
4173,Bad,4.0,2.0,2.0,3.0,4.0,0.0,0.0,3.0,7.0,6,6,4.0,1.0,5.0,-7.0,0.0,0.0,9.0,7.0,3.0,2.0,1.0,8.0
4174,Good,2.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,4.0,4,6,2.0,1.0,6.0,-7.0,1.0,1.0,6.0,8.0,4.0,2.0,1.0,8.0
4175,Good,3.0,3.0,2.0,0.0,6.0,1.0,1.0,4.0,9.0,6,2,6.0,3.0,3.0,-7.0,1.0,1.0,6.0,2.0,7.0,2.0,1.0,6.0
4176,Good,6.0,8.0,1.0,4.0,9.0,0.0,0.0,5.0,-7.0,7,8,9.0,4.0,4.0,-7.0,0.0,0.0,3.0,8.0,6.0,3.0,1.0,3.0
4177,Bad,8.0,9.0,8.0,9.0,5.0,0.0,0.0,5.0,-7.0,7,8,4.0,0.0,3.0,-7.0,0.0,0.0,3.0,-8.0,3.0,0.0,1.0,1.0
4178,Bad,1.0,4.0,4.0,4.0,7.0,0.0,0.0,2.0,2.0,4,6,6.0,2.0,8.0,-7.0,0.0,0.0,5.0,4.0,3.0,2.0,1.0,8.0
4179,Bad,5.0,3.0,6.0,1.0,5.0,0.0,0.0,5.0,-7.0,7,8,5.0,0.0,6.0,-7.0,0.0,0.0,5.0,8.0,5.0,2.0,0.0,7.0
4180,Bad,5.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,2.0,8.0,-7.0,3.0,3.0,-8.0,9.0,-8.0,0.0,-8.0,8.0
4181,Bad,0.0,3.0,8.0,4.0,3.0,1.0,0.0,1.0,3.0,4,5,3.0,0.0,9.0,-7.0,0.0,0.0,9.0,1.0,4.0,2.0,3.0,8.0
4182,Good,0.0,0.0,2.0,1.0,4.0,0.0,0.0,4.0,6.0,6,6,4.0,3.0,1.0,-7.0,2.0,2.0,9.0,-8.0,7.0,0.0,3.0,7.0
4183,Bad,5.0,7.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,4,6,1.0,0.0,8.0,-7.0,0.0,0.0,2.0,9.0,1.0,1.0,0.0,6.0
4184,Bad,1.0,3.0,0.0,1.0,9.0,0.0,0.0,5.0,-7.0,7,8,9.0,4.0,5.0,-7.0,3.0,3.0,7.0,9.0,5.0,3.0,3.0,5.0
4185,Good,5.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,5.0,6,6,3.0,2.0,8.0,-7.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0
4186,Good,1.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,4.0,6,4,1.0,1.0,6.0,-7.0,1.0,0.0,8.0,-8.0,2.0,1.0,1.0,5.0
4187,Good,0.0,9.0,7.0,9.0,7.0,0.0,0.0,2.0,7.0,6,6,6.0,0.0,2.0,-7.0,0.0,0.0,9.0,4.0,7.0,1.0,3.0,7.0
4188,Good,4.0,9.0,6.0,8.0,2.0,2.0,1.0,1.0,8.0,6,2,2.0,2.0,8.0,-7.0,0.0,0.0,6.0,6.0,2.0,2.0,2.0,7.0
4189,Bad,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0,4,3,0.0,1.0,7.0,3.0,0.0,0.0,9.0,5.0,2.0,1.0,1.0,8.0
4190,Good,7.0,0.0,1.0,0.0,3.0,0.0,0.0,5.0,-7.0,7,8,3.0,3.0,7.0,0.0,1.0,1.0,4.0,6.0,2.0,2.0,0.0,3.0
4191,Bad,2.0,4.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,4,5,3.0,3.0,3.0,0.0,3.0,3.0,2.0,-8.0,5.0,0.0,0.0,6.0
4192,Good,4.0,4.0,6.0,8.0,7.0,1.0,0.0,2.0,5.0,6,5,7.0,0.0,3.0,0.0,1.0,1.0,7.0,-8.0,6.0,0.0,1.0,8.0
4193,Bad,0.0,1.0,2.0,1.0,7.0,0.0,0.0,4.0,3.0,4,6,6.0,4.0,2.0,1.0,1.0,1.0,9.0,4.0,7.0,1.0,3.0,8.0
4194,Good,6.0,5.0,4.0,2.0,6.0,0.0,0.0,5.0,-7.0,7,8,6.0,1.0,6.0,3.0,0.0,0.0,6.0,-8.0,5.0,0.0,1.0,3.0
4195,Good,5.0,4.0,3.0,3.0,8.0,0.0,0.0,5.0,-7.0,7,8,8.0,2.0,4.0,2.0,1.0,1.0,7.0,9.0,5.0,1.0,0.0,2.0
4196,Good,9.0,8.0,8.0,7.0,3.0,0.0,0.0,5.0,-7.0,7,8,3.0,0.0,3.0,3.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,3.0
4197,Bad,4.0,5.0,2.0,1.0,4.0,0.0,0.0,5.0,-7.0,7,8,4.0,4.0,7.0,1.0,2.0,2.0,8.0,-8.0,6.0,1.0,2.0,5.0
4198,Bad,5.0,7.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,4,6,2.0,1.0,6.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,1.0
4199,Bad,2.0,6.0,4.0,4.0,2.0,1.0,1.0,5.0,-7.0,0,8,2.0,2.0,4.0,2.0,0.0,0.0,9.0,5.0,4.0,2.0,2.0,8.0
4200,Good,5.0,1.0,4.0,8.0,3.0,2.0,1.0,3.0,9.0,6,3,3.0,2.0,3.0,0.0,1.0,1.0,4.0,5.0,6.0,0.0,1.0,3.0
4201,Good,8.0,3.0,8.0,6.0,1.0,0.0,0.0,5.0,-7.0,7,8,1.0,0.0,2.0,1.0,1.0,1.0,3.0,-8.0,1.0,-8.0,0.0,0.0
4202,Good,3.0,0.0,2.0,0.0,6.0,0.0,0.0,5.0,-7.0,7,8,6.0,4.0,4.0,1.0,2.0,2.0,4.0,4.0,7.0,3.0,1.0,4.0
4203,Good,2.0,1.0,0.0,1.0,8.0,2.0,1.0,5.0,5.0,6,5,9.0,4.0,6.0,2.0,0.0,0.0,3.0,7.0,6.0,3.0,0.0,5.0
4204,Good,9.0,9.0,5.0,8.0,8.0,0.0,0.0,5.0,-7.0,7,8,8.0,1.0,2.0,3.0,0.0,0.0,0.0,-8.0,4.0,1.0,0.0,0.0
4205,Good,7.0,5.0,4.0,3.0,3.0,0.0,0.0,3.0,5.0,6,6,3.0,3.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
4206,Bad,2.0,0.0,2.0,1.0,3.0,0.0,0.0,5.0,-7.0,7,8,3.0,4.0,3.0,2.0,0.0,0.0,9.0,8.0,6.0,2.0,3.0,8.0
4207,Good,4.0,5.0,1.0,4.0,7.0,0.0,0.0,2.0,8.0,6,6,7.0,2.0,2.0,3.0,0.0,0.0,6.0,7.0,7.0,1.0,1.0,5.0
4208,Bad,3.0,0.0,5.0,0.0,0.0,2.0,1.0,2.0,9.0,6,2,0.0,1.0,9.0,1.0,1.0,1.0,7.0,2.0,1.0,2.0,-8.0,8.0
4209,Bad,7.0,0.0,7.0,1.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,0.0,7.0,3.0,0.0,0.0,-8.0,-8.0,-8.0,0.0,-8.0,8.0
4210,Good,7.0,6.0,4.0,6.0,8.0,0.0,0.0,3.0,6.0,6,6,8.0,1.0,4.0,0.0,2.0,2.0,2.0,1.0,5.0,1.0,0.0,4.0
4211,Bad,6.0,6.0,6.0,5.0,4.0,2.0,1.0,2.0,6.0,5,2,5.0,0.0,4.0,2.0,1.0,1.0,2.0,-8.0,2.0,0.0,0.0,3.0
4212,Bad,7.0,0.0,6.0,1.0,2.0,0.0,0.0,5.0,-7.0,7,8,2.0,1.0,1.0,-8.0,0.0,0.0,4.0,-8.0,2.0,0.0,0.0,1.0
4213,Bad,1.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,-7.0,6,8,1.0,2.0,6.0,0.0,3.0,3.0,7.0,4.0,5.0,1.0,0.0,8.0
4214,Good,3.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,0.0,9.0,0.0,2.0,2.0,-8.0,4.0,-8.0,1.0,-8.0,8.0
4215,Good,1.0,7.0,1.0,9.0,1.0,1.0,0.0,0.0,8.0,6,5,2.0,1.0,6.0,1.0,1.0,1.0,1.0,9.0,3.0,1.0,0.0,8.0
4216,Bad,4.0,8.0,2.0,4.0,6.0,2.0,0.0,0.0,5.0,6,5,7.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,3.0
4217,Bad,5.0,9.0,3.0,9.0,8.0,0.0,0.0,2.0,5.0,6,6,8.0,1.0,3.0,2.0,1.0,1.0,4.0,-8.0,7.0,0.0,2.0,2.0
4218,Bad,2.0,4.0,6.0,3.0,2.0,1.0,0.0,1.0,3.0,3,5,2.0,1.0,6.0,0.0,3.0,2.0,8.0,8.0,2.0,2.0,2.0,7.0
4219,Good,7.0,4.0,2.0,4.0,7.0,0.0,0.0,5.0,-7.0,7,8,7.0,2.0,4.0,3.0,0.0,0.0,4.0,8.0,4.0,2.0,1.0,1.0
4220,Bad,1.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,6,5,3.0,1.0,8.0,0.0,1.0,1.0,8.0,4.0,4.0,3.0,1.0,8.0
4221,Bad,0.0,2.0,1.0,2.0,9.0,0.0,0.0,4.0,3.0,4,6,9.0,4.0,6.0,0.0,3.0,3.0,6.0,9.0,6.0,3.0,3.0,7.0
4222,Bad,8.0,5.0,7.0,6.0,4.0,0.0,0.0,5.0,-7.0,7,8,4.0,0.0,4.0,2.0,1.0,1.0,3.0,-8.0,3.0,1.0,0.0,3.0
4223,Good,2.0,7.0,1.0,4.0,6.0,1.0,1.0,4.0,1.0,1,3,6.0,4.0,2.0,0.0,2.0,2.0,7.0,4.0,6.0,1.0,1.0,5.0
4224,Bad,1.0,9.0,3.0,6.0,6.0,2.0,1.0,3.0,5.0,6,2,6.0,2.0,3.0,3.0,0.0,0.0,8.0,5.0,7.0,3.0,3.0,5.0
4225,Bad,0.0,5.0,5.0,3.0,5.0,2.0,1.0,1.0,3.0,3,5,5.0,1.0,3.0,0.0,1.0,1.0,9.0,6.0,6.0,2.0,3.0,7.0
4226,Good,7.0,0.0,2.0,0.0,3.0,0.0,0.0,5.0,-7.0,7,8,3.0,1.0,4.0,2.0,0.0,0.0,3.0,9.0,2.0,2.0,0.0,3.0
4227,Good,7.0,4.0,7.0,6.0,9.0,0.0,0.0,5.0,-7.0,7,8,9.0,0.0,9.0,2.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,7.0
4228,Bad,5.0,0.0,5.0,2.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,1.0,0.0,0.0,1.0,1.0,8.0,-8.0,3.0,-8.0,2.0,8.0
4229,Bad,4.0,1.0,1.0,1.0,2.0,0.0,0.0,5.0,-7.0,7,8,3.0,2.0,5.0,1.0,1.0,1.0,7.0,1.0,4.0,2.0,2.0,8.0
4230,Bad,1.0,2.0,2.0,1.0,3.0,1.0,0.0,3.0,9.0,6,5,3.0,4.0,6.0,0.0,3.0,3.0,8.0,8.0,7.0,2.0,3.0,8.0
4231,Bad,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,6,6,1.0,2.0,7.0,0.0,3.0,3.0,7.0,5.0,5.0,3.0,1.0,8.0
4232,Good,9.0,9.0,8.0,9.0,3.0,0.0,0.0,5.0,-7.0,7,8,3.0,0.0,3.0,-8.0,0.0,0.0,2.0,-8.0,2.0,0.0,0.0,1.0
4233,Bad,7.0,0.0,6.0,1.0,5.0,0.0,0.0,5.0,-7.0,7,8,5.0,0.0,8.0,3.0,0.0,0.0,5.0,-8.0,4.0,1.0,0.0,6.0
4234,Good,5.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,1.0,9.0,2.0,1.0,1.0,0.0,8.0,0.0,1.0,-8.0,5.0
4235,Good,5.0,1.0,2.0,0.0,5.0,0.0,0.0,5.0,-7.0,7,8,5.0,3.0,3.0,3.0,0.0,0.0,7.0,9.0,5.0,1.0,2.0,3.0
4236,Bad,1.0,2.0,0.0,1.0,6.0,0.0,0.0,4.0,8.0,6,6,6.0,2.0,9.0,0.0,2.0,2.0,9.0,4.0,5.0,3.0,3.0,6.0
4237,Good,7.0,6.0,7.0,8.0,7.0,0.0,0.0,4.0,8.0,6,6,9.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0
4238,Bad,3.0,4.0,7.0,3.0,7.0,0.0,0.0,5.0,-7.0,7,8,7.0,0.0,3.0,3.0,0.0,0.0,9.0,2.0,7.0,1.0,3.0,8.0
4239,Good,5.0,5.0,4.0,2.0,4.0,1.0,1.0,4.0,7.0,6,2,4.0,1.0,6.0,3.0,0.0,0.0,1.0,3.0,3.0,2.0,0.0,3.0
4240,Bad,6.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,-7.0,7,8,1.0,2.0,7.0,1.0,3.0,3.0,6.0,6.0,3.0,1.0,1.0,7.0
4241,Bad,4.0,9.0,0.0,9.0,9.0,0.0,0.0,5.0,-7.0,7,8,9.0,4.0,2.0,0.0,1.0,1.0,6.0,0.0,7.0,1.0,1.0,3.0
4242,Bad,4.0,1.0,0.0,0.0,5.0,0.0,0.0,4.0,7.0,6,6,6.0,3.0,1.0,3.0,0.0,0.0,5.0,6.0,4.0,2.0,2.0,5.0
4243,Bad,7.0,9.0,0.0,3.0,3.0,0.0,0.0,5.0,-7.0,7,8,4.0,4.0,4.0,3.0,0.0,0.0,6.0,9.0,6.0,1.0,0.0,5.0
4244,Bad,3.0,4.0,6.0,4.0,7.0,1.0,1.0,5.0,-7.0,6,8,7.0,2.0,1.0,0.0,2.0,2.0,8.0,1.0,6.0,0.0,3.0,4.0
4245,Bad,1.0,7.0,2.0,2.0,5.0,2.0,0.0,1.0,3.0,4,5,6.0,1.0,8.0,0.0,2.0,2.0,8.0,1.0,6.0,3.0,1.0,6.0
4246,Bad,5.0,7.0,6.0,9.0,8.0,0.0,0.0,5.0,8.0,6,6,7.0,1.0,4.0,-8.0,1.0,0.0,7.0,2.0,7.0,2.0,3.0,5.0
